Training Loss,Validation Loss
0.32378000020980835,0.4331
0.5283600091934204,0.5606
0.6326000094413757,0.6207
0.6943999528884888,0.6867
0.738099992275238,0.7426
0.7731599807739258,0.7753
0.7981399893760681,0.7862
0.8129599690437317,0.7912
0.8240399956703186,0.8149
0.8332599997520447,0.8255
0.8386600017547607,0.8243
0.8454399704933167,0.8287
0.8482399582862854,0.7633
0.8518999814987183,0.8336
0.8557599782943726,0.822
0.8614199757575989,0.8306
0.8628799915313721,0.8399
0.8659200072288513,0.8507
0.8670199513435364,0.7989
0.8687999844551086,0.8588
0.87117999792099,0.8314
0.8734399676322937,0.8528
0.8743599653244019,0.8177
0.8753399848937988,0.8529
0.8769399523735046,0.8104
0.8767600059509277,0.7991
0.8797399997711182,0.8138
0.8786599636077881,0.8354
0.8802799582481384,0.8181
0.8819400072097778,0.8433
0.8816199898719788,0.859
0.8826799988746643,0.8358
0.8831799626350403,0.8563
0.9351199865341187,0.9254
0.9496399760246277,0.9257
0.9577599763870239,0.928
0.9604599475860596,0.9297
0.9640599489212036,0.9305
0.9674999713897705,0.9312
0.9707599878311157,0.9291
0.9732999801635742,0.9301
0.9749599695205688,0.9314
0.9760599732398987,0.9274
0.9775799512863159,0.9287
0.9799000024795532,0.9334
0.9793599843978882,0.9322
0.9806599617004395,0.9306
0.9809999465942383,0.9309
0.9816599488258362,0.9277
0.9832599759101868,0.923
0.9823799729347229,0.9209
0.9832599759101868,0.9268
0.9835999608039856,0.9303
0.9832800030708313,0.9237
0.9836199879646301,0.9288
0.9835999608039856,0.926
0.9833399653434753,0.9227
0.9834599494934082,0.9221
0.982699990272522,0.9243
0.9835000038146973,0.9282
0.984559953212738,0.9116
0.9818399548530579,0.9206
0.9820399880409241,0.9256
0.9815199971199036,0.9223
0.9811399579048157,0.9236
0.9821199774742126,0.9266
0.9912199974060059,0.9372
0.9950999617576599,0.9395
0.9964199662208557,0.9407
0.996399998664856,0.9398
0.9975799918174744,0.9421
0.9974799752235413,0.9424
0.9982999563217163,0.9417
0.9982399940490723,0.9419
0.998199999332428,0.9423
0.9981799721717834,0.9442
0.9980799555778503,0.9444
0.9985999464988708,0.9431
0.9986599683761597,0.9441
0.9986400008201599,0.9448
0.9989599585533142,0.9442
0.9985999464988708,0.9434
0.9987999796867371,0.9438
0.9992199540138245,0.9437
0.9991799592971802,0.9457
0.9989399909973145,0.9442
0.9992799758911133,0.946
0.9992199540138245,0.9453
0.9990399479866028,0.9449
0.9993999600410461,0.9453
0.9991999864578247,0.944
0.9993799924850464,0.9454
0.9992799758911133,0.9441
0.9991999864578247,0.9445
0.9994199872016907,0.9432
0.9991999864578247,0.9446
0.9994799494743347,0.9443
0.9994199872016907,0.946
0.9994999766349792,0.9446
0.9993199706077576,0.9451
