Training Loss,Validation Loss
0.010540000163018703,0.4337
0.009599999524652958,0.5513
0.009800000116229057,0.6447
0.009139999747276306,0.6353
0.009219999425113201,0.7124
0.00965999998152256,0.6663
0.009219999425113201,0.7367
0.008979999460279942,0.73
0.009259999729692936,0.7601
0.009479999542236328,0.7293
0.009019999764859676,0.7566
0.009019999764859676,0.7422
0.008580000139772892,0.7532
0.008999999612569809,0.7586
0.008700000122189522,0.723
0.008779999800026417,0.7498
0.008919999934732914,0.7627
0.009119999594986439,0.7424
0.00965999998152256,0.7431
0.008959999307990074,0.7527
0.009099999442696571,0.7727
0.009159999899566174,0.7429
0.009159999899566174,0.7635
0.009239999577403069,0.7752
0.009320000186562538,0.7528
0.008739999495446682,0.7357
0.008619999513030052,0.759
0.008839999325573444,0.7649
0.009099999442696571,0.745
0.008979999460279942,0.7815
0.008739999495446682,0.7713
0.009219999425113201,0.7659
0.008839999325573444,0.753
0.009060000069439411,0.7748
0.009139999747276306,0.7685
0.008940000087022781,0.7562
0.008959999307990074,0.7401
0.009159999899566174,0.7345
0.008779999800026417,0.74
0.009479999542236328,0.7749
0.008779999800026417,0.7576
0.008899999782443047,0.7369
0.008979999460279942,0.7545
0.008799999952316284,0.7311
0.009279999881982803,0.7391
0.00875999964773655,0.734
0.008739999495446682,0.7437
0.008580000139772892,0.7113
0.008899999782443047,0.7706
0.009180000051856041,0.7566
0.009099999442696571,0.7686
0.009119999594986439,0.7621
0.008659999817609787,0.7785
0.009099999442696571,0.7772
0.00965999998152256,0.7466
0.008959999307990074,0.7617
0.009099999442696571,0.779
0.008959999307990074,0.7411
0.009259999729692936,0.7649
0.009719999507069588,0.7767
0.009320000186562538,0.7726
0.008839999325573444,0.7558
0.009060000069439411,0.7688
0.008779999800026417,0.7643
0.008959999307990074,0.7272
0.009239999577403069,0.7595
0.008979999460279942,0.7603
0.008940000087022781,0.7412
0.008899999782443047,0.727
0.009019999764859676,0.7773
0.008820000104606152,0.7645
0.00930000003427267,0.7535
0.009159999899566174,0.7707
0.008739999495446682,0.771
0.008999999612569809,0.7655
0.008859999477863312,0.6911
0.009259999729692936,0.7477
0.009519999846816063,0.7561
0.009219999425113201,0.7551
0.009239999577403069,0.7793
0.008979999460279942,0.777
0.009060000069439411,0.7707
0.008719999343156815,0.7755
0.008820000104606152,0.7522
0.009399999864399433,0.7743
0.008940000087022781,0.6987
0.0094200000166893,0.7655
0.00887999963015318,0.7481
0.009139999747276306,0.7654
0.008940000087022781,0.7566
0.009599999524652958,0.7562
0.008979999460279942,0.7711
0.009139999747276306,0.7637
0.008899999782443047,0.7672
0.009139999747276306,0.7274
0.008679999969899654,0.759
0.00930000003427267,0.7692
0.009159999899566174,0.7856
0.009019999764859676,0.7526
0.008700000122189522,0.7617
0.009019999764859676,0.7797
0.009080000221729279,0.6994
0.009320000186562538,0.7327
0.008979999460279942,0.7588
0.009320000186562538,0.7752
0.009259999729692936,0.7779
0.009239999577403069,0.7582
0.008919999934732914,0.749
0.009039999917149544,0.7784
0.009039999917149544,0.7481
0.00953999999910593,0.7494
0.009159999899566174,0.7499
0.008999999612569809,0.7556
0.009219999425113201,0.7596
0.008899999782443047,0.7545
0.009119999594986439,0.7624
0.009099999442696571,0.7484
0.009080000221729279,0.7426
0.009519999846816063,0.7447
0.008359999395906925,0.7427
0.009440000168979168,0.7731
0.009219999425113201,0.7463
0.009200000204145908,0.7795
0.008959999307990074,0.7395
0.009239999577403069,0.7531
0.008959999307990074,0.7538
0.009200000204145908,0.7611
0.009359999559819698,0.7536
0.008839999325573444,0.7553
0.009099999442696571,0.7415
0.009219999425113201,0.755
0.009119999594986439,0.7399
0.009599999524652958,0.7376
0.009180000051856041,0.7737
0.008979999460279942,0.7449
0.00930000003427267,0.77
0.009180000051856041,0.7596
0.008979999460279942,0.7368
0.009139999747276306,0.7638
0.009239999577403069,0.7644
0.008739999495446682,0.7655
0.009440000168979168,0.7784
0.00930000003427267,0.7044
0.009259999729692936,0.7851
0.009159999899566174,0.7774
0.008779999800026417,0.728
0.008799999952316284,0.7799
0.008959999307990074,0.7723
0.0094200000166893,0.7895
0.009060000069439411,0.7546
0.00875999964773655,0.789
0.009219999425113201,0.7584
0.009099999442696571,0.7567
0.009119999594986439,0.7545
0.009139999747276306,0.7698
0.009119999594986439,0.7394
0.009119999594986439,0.7786
0.009440000168979168,0.7796
0.009239999577403069,0.7525
0.008619999513030052,0.7676
0.009119999594986439,0.7736
0.009560000151395798,0.7653
0.008940000087022781,0.7638
0.009099999442696571,0.7702
0.008979999460279942,0.7258
0.009139999747276306,0.736
0.009039999917149544,0.7551
0.009060000069439411,0.7644
0.009060000069439411,0.754
0.009039999917149544,0.7511
0.009359999559819698,0.7528
0.009039999917149544,0.7594
0.00953999999910593,0.7777
0.00945999938994646,0.7568
0.009019999764859676,0.7291
0.009200000204145908,0.7667
0.009099999442696571,0.7489
0.009180000051856041,0.7618
0.00930000003427267,0.7586
0.00851999968290329,0.7391
0.009039999917149544,0.7781
0.009519999846816063,0.7322
0.009339999407529831,0.7531
0.009099999442696571,0.7734
0.009159999899566174,0.7834
0.008999999612569809,0.7307
0.008940000087022781,0.7583
0.008719999343156815,0.7625
0.009440000168979168,0.709
0.009479999542236328,0.7779
0.009379999712109566,0.7714
0.009080000221729279,0.7784
