Training Loss,Validation Loss
0.11553999781608582,0.6722
0.11109999567270279,0.7192
0.11050000041723251,0.5532
0.11587999761104584,0.7966
0.11925999820232391,0.8046
0.12003999948501587,0.8073
0.12153999507427216,0.8103
0.12139999866485596,0.8105
0.1210399940609932,0.8103
0.12101999670267105,0.8126
