Training Loss,Validation Loss
0.4809199869632721,0.5729
0.6581400036811829,0.6565
0.7148399949073792,0.7214
0.74235999584198,0.7323
0.7610799670219421,0.7448
0.7764599919319153,0.7353
0.782759964466095,0.6881
0.7894399762153625,0.7547
0.793179988861084,0.782
0.8006599545478821,0.7895
0.7970799803733826,0.7553
0.8014599680900574,0.7354
0.8046199679374695,0.7625
0.8072199821472168,0.7458
0.8083199858665466,0.7639
0.8116199970245361,0.7476
0.8114399909973145,0.7613
0.8132599592208862,0.7858
0.8151599764823914,0.8158
0.8166199922561646,0.7511
0.8153599500656128,0.7152
0.8152999877929688,0.8032
0.8186799883842468,0.8066
0.819599986076355,0.7936
0.8218399882316589,0.8083
0.8204799890518188,0.7929
0.820859968662262,0.807
0.8240000009536743,0.7193
0.8237800002098083,0.782
0.8232799768447876,0.7909
0.8235599994659424,0.8083
0.8242799639701843,0.7615
0.8229399919509888,0.8174
0.8587999939918518,0.8596
0.8688399791717529,0.8653
0.8711199760437012,0.8675
0.8757199645042419,0.873
0.8780999779701233,0.8708
0.8780399560928345,0.8688
0.880079984664917,0.872
0.8802599906921387,0.871
0.880899965763092,0.8722
0.8830199837684631,0.8654
0.8819599747657776,0.8689
0.8825799822807312,0.8745
0.8837599754333496,0.8711
0.8835999965667725,0.8641
0.8851999640464783,0.8685
0.8854199647903442,0.871
0.8866599798202515,0.8713
0.8856799602508545,0.8653
0.887499988079071,0.8644
0.885699987411499,0.8715
0.8859599828720093,0.8671
0.8871399760246277,0.8709
0.8873399496078491,0.87
0.8860599994659424,0.8663
0.8860399723052979,0.8646
0.8869400024414062,0.8658
0.8842599987983704,0.8733
0.8857599496841431,0.8685
0.8854799866676331,0.8681
0.8854399919509888,0.857
0.888219952583313,0.8621
0.8852799534797668,0.8622
0.8873999714851379,0.8648
0.8995199799537659,0.883
0.9030399918556213,0.8845
0.9025200009346008,0.8836
0.9041199684143066,0.8827
0.9039599895477295,0.8851
0.9047399759292603,0.8845
0.9038999676704407,0.8825
0.9038599729537964,0.885
0.9052199721336365,0.8868
0.9058199524879456,0.8857
0.9054999947547913,0.8851
0.9060999751091003,0.885
0.9045599699020386,0.8861
0.9061599969863892,0.8845
0.9045799970626831,0.8838
0.9058199524879456,0.8833
0.9061200022697449,0.8858
0.9076799750328064,0.8864
0.9059000015258789,0.8857
0.9073599576950073,0.8817
0.9082199931144714,0.8866
0.9077000021934509,0.8849
0.9072200059890747,0.8833
0.9063400030136108,0.8854
0.9082199931144714,0.8854
0.905239999294281,0.8841
0.9076399803161621,0.8854
0.9081599712371826,0.8848
0.9077199697494507,0.8848
0.9077799916267395,0.8843
0.9088199734687805,0.885
0.9090799689292908,0.884
0.9078199863433838,0.8874
0.9093799591064453,0.8866
